Cust_ID,Target,Age,Gender,Balance,Occupation,No_OF_CR_TXNS,SCR,Holding_Period
C2955,0,27,M,48753.79,PROF,19,719,14
C2956,0,35,M,107796.4,PROF,20,572,13
C2957,0,29,M,6647.47,SAL,3,289,17
C2958,0,28,M,33233.72,SENP,3,835,31
C2959,1,21,M,247009.44,PROF,3,186,10
C296,0,46,M,147057.66,PROF,17,958,14
C2960,0,45,M,403324.49,SENP,11,607,4
C2961,0,26,M,143842.98,SENP,14,466,8
C2962,0,49,M,156406.03,SENP,6,503,13
C2963,1,42,M,390221.38,SENP,6,874,10
C2964,0,40,M,13667.32,SAL,4,186,26
C2965,0,40,M,53446.01,SENP,13,579,19
C2966,0,30,M,31131.81,SENP,18,875,20
C2967,0,30,M,58985.51,SAL,4,338,24
C2968,0,34,M,125774.28,PROF,19,523,2
C2969,0,27,M,304845.03,SENP,9,554,31
C297,0,30,M,832435.72,PROF,49,309,7
C2970,0,53,M,80468.52,SENP,4,503,3
C2971,0,31,M,43063.62,PROF,17,190,15
C2972,0,35,M,90583.22,PROF,0,380,9
C2973,0,53,M,20296.34,PROF,19,716,3
C2974,0,28,M,308558.83,PROF,2,979,12
C2975,0,37,M,19120.15,PROF,16,775,9
C2976,0,27,M,164986.84,SENP,14,306,4
C2977,0,32,M,5190.67,SENP,9,395,2
C2978,0,32,M,894784.26,PROF,11,147,12
C2979,0,27,M,197487.36,PROF,14,963,2
C298,0,26,M,552629.98,SAL,23,176,16
C2980,0,27,M,177519.81,PROF,6,166,23
C2981,0,48,M,353149.12,SAL,13,359,23
C2982,0,43,M,591.02,PROF,10,718,8
C2983,0,37,M,24999.32,PROF,14,609,2
C2984,0,51,M,105217.46,SENP,14,613,27
C2985,0,26,M,137518.55,SENP,14,488,29
C2986,1,25,M,17603.88,SENP,7,933,10
C2987,0,40,M,537317.11,PROF,18,104,12
C2988,0,27,M,197227.69,SENP,18,557,14
C2989,0,51,M,92853.45,SENP,10,396,26
C299,0,40,M,734084.94,SAL,9,265,25
C2990,0,36,M,67424.85,SENP,4,925,25
C2991,0,34,M,13317.84,PROF,2,475,27
C2992,0,36,M,541767.19,SAL,2,432,17
C2993,0,45,M,79218.36,PROF,14,674,7
C2994,0,51,M,300249.22,SAL,13,622,1
C2995,0,29,M,42423.86,PROF,5,948,14
C2996,0,35,M,2290.77,PROF,3,135,27
C2997,0,53,M,60176.7,SENP,15,476,7
C2998,0,46,M,232561.44,PROF,2,679,24
C2999,0,50,M,66561.47,PROF,2,564,14
C3,0,53,M,33616.47,SAL,45,341,6
C30,0,45,O,96998.38,PROF,11,815,21
C300,0,25,M,245500,PROF,7,899,26
C3000,0,32,M,36522.28,PROF,15,597,16
C3001,0,28,M,137092.47,PROF,12,568,18
C3002,0,21,M,410694.9,PROF,7,493,7
C3003,0,37,M,265704.64,PROF,19,233,2
C3004,1,45,M,403584.07,PROF,14,237,10
C3005,0,45,M,19302.77,SENP,1,997,27
C3006,0,50,M,289664.74,SENP,8,766,14
C3007,0,55,M,406060.96,SENP,4,473,30
C3008,0,37,M,62868.52,PROF,14,996,21
C3009,0,31,M,60016.85,PROF,6,491,30
C301,0,28,M,593437.2,PROF,23,940,11
C3010,0,26,M,30552.76,SENP,18,532,24
C3011,0,30,M,56264.18,SENP,3,265,29
C3012,0,43,M,674957.65,PROF,2,596,5
C3013,0,33,M,315829.27,PROF,3,690,24
C3014,0,33,M,49077.98,PROF,10,894,2
C3015,0,30,M,188939.81,SENP,15,128,8
C3016,0,50,M,34564.29,SELF-EMP,17,818,13
C3017,0,28,M,60041.74,SELF-EMP,12,998,28
C3018,0,44,M,109623.56,PROF,19,291,25
C3019,0,53,M,400379.9,PROF,11,706,14
C302,0,32,M,716273.61,PROF,7,317,16
C3020,0,29,M,75650.97,SENP,9,977,13
C3021,0,34,M,222588.32,PROF,14,416,8
C3022,0,31,M,16576.61,SELF-EMP,18,127,7
C3023,0,51,M,383474.22,PROF,9,254,3
C3024,0,33,M,43750.27,SELF-EMP,18,541,3
C3025,0,28,M,49031.82,SENP,3,644,8
C3026,0,24,M,29914.51,SENP,15,744,22
C3027,0,49,M,240155.22,PROF,0,391,19
C3028,0,41,M,37853.92,SAL,16,564,21
C3029,0,28,M,21791.97,SAL,1,472,14
C303,0,31,M,33938.64,PROF,47,765,1
C3030,0,43,M,19809.94,SELF-EMP,15,991,8
C3031,0,32,M,272908.08,SENP,18,856,9
C3032,0,30,M,4659.71,SENP,8,324,2
C3033,0,25,M,295815.51,PROF,16,782,9
C3034,0,54,M,393827.61,PROF,0,392,28
C3035,0,47,M,148790.35,PROF,1,634,13
C3036,0,29,M,228613.8,SENP,14,643,19
C3037,0,25,M,47569.82,SAL,4,827,24
C3038,0,30,M,231125.25,PROF,11,907,29
C3039,0,42,M,94103.15,PROF,15,460,9
C304,1,22,M,176952.45,SAL,27,538,10
C3040,0,44,M,188988.56,SELF-EMP,9,205,2
C3041,0,29,M,27602.33,PROF,6,770,5
C3042,1,34,M,400060.85,SAL,12,324,10
C3043,0,37,M,107787.16,PROF,17,966,30
C3044,0,43,M,401731.9,SENP,9,816,11
C3045,0,35,M,173620.3,SENP,20,421,18
C3046,0,48,M,122517.47,SELF-EMP,19,187,29
C3047,0,37,M,80335.4,PROF,3,373,28
C3048,0,39,M,54422.16,PROF,17,403,22
C3049,0,55,M,15005.65,PROF,19,112,3
C305,0,23,M,201244.06,PROF,9,312,19
C3050,0,50,M,15022.6,PROF,12,225,31
C3051,0,49,M,15011.3,PROF,15,120,7
C3052,0,41,M,27595.98,SENP,12,772,17
C3053,0,49,M,15016.95,SAL,19,249,4
C3054,0,54,M,13794.33,SAL,9,106,29
C3055,0,38,M,15022.6,PROF,5,437,20
C3056,0,54,M,15022.6,PROF,8,977,12
C3057,0,54,M,15022.6,PROF,2,281,8
C3058,0,42,M,11269.72,PROF,11,359,1
C3059,0,53,M,385215.07,PROF,6,192,23
C306,0,43,M,32126.06,PROF,23,313,2
C3060,0,48,M,56028.72,SENP,14,395,12
C3061,0,33,M,55551.29,PROF,8,933,30
C3062,0,30,M,96180.53,SENP,3,926,29
C3063,0,34,M,222283.55,SENP,17,879,18
C3064,0,30,M,40639.47,SENP,18,831,22
C3065,0,52,M,336863.01,PROF,9,583,2
C3066,0,44,M,26915.33,SAL,1,906,4
C3067,0,27,M,31175.2,PROF,14,371,27
C3068,0,33,M,188941.21,PROF,9,267,5
C3069,0,27,M,283394.58,SELF-EMP,18,333,4
C307,0,43,M,245500,PROF,15,170,14
C3070,0,25,M,177150.65,SENP,8,549,28
C3071,0,25,M,59944.07,SELF-EMP,13,705,17
C3072,0,33,M,247867.71,PROF,8,773,19
C3073,0,40,M,335926.19,SAL,9,951,19
C3074,0,25,M,42262.89,SENP,3,579,18
C3075,0,54,M,206865.54,PROF,5,946,6
C3076,0,35,M,3337.35,SENP,10,384,12
C3077,0,35,M,7411.57,SENP,9,740,12
C3078,0,41,M,17781.01,PROF,19,746,4
C3079,0,46,M,23262.23,PROF,11,776,25
C308,0,43,M,63458.36,SAL,21,909,29
C3080,0,46,M,379090.25,SENP,5,321,4
C3081,0,44,M,6524.28,SENP,3,280,22
C3082,0,36,M,1335.15,SENP,11,960,31
C3083,0,41,M,54653.31,SENP,20,344,19
C3084,0,29,M,24352.1,SENP,8,415,5
C3085,0,24,M,184153.87,SELF-EMP,0,253,12
C3086,0,30,M,419869.75,SELF-EMP,20,410,31
C3087,0,30,M,49112.73,SENP,8,332,26
C3088,0,47,M,32018.17,SENP,6,318,21
C3089,0,27,M,97568.11,SENP,4,617,14
C309,0,39,M,245500,SAL,14,377,17
C3090,0,27,M,90403.96,SAL,9,180,24
C3091,0,33,M,96898.46,PROF,6,149,2
C3092,0,53,M,164857.28,SAL,16,238,23
C3093,0,31,M,13943.19,PROF,10,504,24
C3094,0,46,M,285413.33,PROF,2,889,1
C3095,0,47,M,137127.41,PROF,8,537,23
C3096,0,25,M,20598.15,PROF,9,908,30
C3097,0,30,M,22706.34,PROF,8,621,23
C3098,0,41,M,365297.48,PROF,8,142,14
C3099,0,34,M,64273.3,PROF,19,407,29
C31,0,35,O,6068.68,SELF-EMP,36,463,14
C310,0,26,M,245500,SAL,5,129,13
C3100,0,37,M,190924.14,PROF,2,832,20
C3101,0,36,M,163304.4,SAL,17,994,22
C3102,0,31,M,91495.23,PROF,7,507,19
C3103,0,25,M,147725.39,SELF-EMP,8,711,31
C3104,0,27,M,241637.32,SENP,14,470,9
C3105,0,50,M,90780.2,PROF,9,606,7
C3106,0,29,M,21806.46,PROF,18,529,14
C3107,0,34,M,27860.09,PROF,14,535,6
C3108,0,42,M,6655.99,SENP,3,519,12
C3109,0,36,M,136960.16,PROF,12,367,19
C311,0,25,M,188735.25,PROF,36,497,26
C3110,0,25,M,72916.96,SAL,10,594,30
C3111,0,23,M,249552.8,SELF-EMP,5,368,14
C3112,1,40,M,866862.83,SAL,16,769,10
C3113,0,40,M,229525.82,SAL,12,533,16
C3114,0,42,M,200530.1,PROF,5,349,25
C3115,0,42,M,406453.3,SAL,20,449,19
C3116,0,52,M,5949.12,PROF,17,321,24
C3117,0,55,M,26831.73,SENP,6,130,29
C3118,0,55,M,243075.36,PROF,6,296,30
C3119,0,52,M,379447.88,PROF,1,973,19
C312,0,26,M,7333.42,SAL,4,341,30
C3120,0,28,M,5889.18,PROF,3,940,11
C3121,0,27,M,688977.57,SENP,5,786,2
C3122,0,27,M,100430.12,SENP,6,432,2
C3123,0,27,M,355423.53,PROF,18,171,7
C3124,0,51,M,315241.81,SAL,9,916,19
C3125,0,39,M,0,PROF,17,280,12
C3126,0,46,M,122312.89,SENP,20,720,14
C3127,0,35,M,46872.78,PROF,8,489,17
C3128,0,52,M,418891.46,PROF,14,186,21
C3129,0,24,M,713774.76,PROF,5,768,27
C313,0,40,M,753377.9,PROF,12,449,25
C3130,0,26,M,492692.33,SENP,4,365,30
C3131,0,36,M,120890.91,SENP,2,620,3
C3132,0,31,M,74588.14,SENP,12,647,20
C3133,0,32,M,39463.31,SENP,19,966,23
C3134,0,47,M,15441.09,SAL,6,505,23
C3135,0,22,M,50949.7,SENP,11,693,28
C3136,0,31,M,219065.93,SENP,8,330,16
C3137,0,34,M,396095.78,SENP,15,621,15
C3138,0,30,M,10997.04,PROF,9,361,13
C3139,0,32,M,181313.1,PROF,10,706,21
C314,0,25,M,245500,PROF,1,817,16
C3140,0,52,M,390255.81,SAL,10,503,2
C3141,0,40,M,147634.73,SENP,16,404,28
C3142,0,51,M,803234.92,PROF,6,818,22
C3143,0,27,M,78259.85,SENP,7,723,6
C3144,0,54,M,298909.08,PROF,19,282,26
C3145,0,42,M,360306.78,SENP,3,800,7
C3146,0,38,M,14112.26,PROF,8,763,26
C3147,0,42,M,50017.47,PROF,7,800,23
C3148,0,36,M,140068.95,SAL,5,277,11
C3149,0,35,M,0,SAL,7,313,1
C315,0,31,M,631754.93,PROF,5,698,2
C3150,0,34,M,351412.49,SENP,20,422,14
C3151,0,32,M,33048.04,PROF,10,857,4
C3152,0,32,M,111439.41,PROF,13,792,28
C3153,0,32,M,297660.14,PROF,17,337,26
C3154,0,31,M,257933.66,SENP,20,939,15
C3155,0,43,M,354231.72,PROF,12,405,24
C3156,0,24,M,380634.72,PROF,18,620,28
C3157,0,25,M,241926.29,PROF,2,518,26
C3158,0,26,M,100988.92,PROF,14,719,27
C3159,0,33,M,50425.22,SENP,0,992,1
C316,0,26,M,170278.69,PROF,6,626,2
C3160,0,48,M,117088.17,PROF,3,531,15
C3161,0,33,M,195101.67,PROF,17,873,2
C3162,0,54,M,163694.56,PROF,9,100,22
C3163,0,50,M,49678.27,SAL,14,481,19
C3164,0,36,M,1386.58,PROF,4,266,1
C3165,0,39,M,122776.74,SENP,6,976,11
C3166,0,47,M,322206.03,SENP,12,978,31
C3167,0,44,M,124640.98,SENP,17,565,2
C3168,0,44,M,75023.4,SAL,11,410,21
C3169,0,46,M,31199.27,PROF,14,113,20
C317,0,31,M,136514.05,PROF,1,926,19
C3170,0,50,M,327068.4,SENP,15,822,3
C3171,0,50,M,84306.82,SAL,3,252,22
C3172,1,29,M,39453.54,SENP,14,466,10
C3173,0,29,M,201869.05,SENP,10,446,3
C3174,0,48,M,193549.61,SENP,0,947,17
C3175,0,48,M,5480.14,SENP,18,124,17
C3176,0,55,M,367993.66,SENP,2,431,13
C3177,0,32,M,297496.9,SENP,8,234,17
C3178,0,30,M,70552.34,SENP,15,877,7
C3179,0,28,M,371091.15,SENP,7,371,26
C318,1,32,M,237422.86,PROF,19,885,3
C3180,0,28,M,24250.56,SENP,20,237,2
C3181,0,53,M,39645.96,SENP,8,816,17
C3182,0,53,M,401732.4,SAL,19,479,15
C3183,0,48,M,364779.38,SENP,18,769,15
C3184,0,32,M,228943.26,SENP,7,354,16
C3185,0,29,M,364820.81,SENP,8,850,5
C3186,0,26,M,10433.14,SENP,4,938,2
C3187,0,33,M,57192.66,SENP,18,602,26
C3188,0,39,M,18218.73,SENP,9,807,14
C3189,0,30,M,18397.92,SENP,6,839,16
C319,0,55,M,42014.27,PROF,19,919,31
C3190,0,30,M,74801.13,SENP,14,579,20
C3191,0,36,M,164374.51,SELF-EMP,14,798,2
C3192,0,25,M,20395.98,SENP,9,421,2
C3193,0,43,M,89892.16,SENP,5,955,5
C3194,0,50,M,28068.48,SENP,14,725,4
C3195,0,49,M,12816.33,SELF-EMP,5,708,5
C3196,0,29,M,97832.74,SENP,18,652,20
C3197,0,26,M,80231.75,SENP,20,374,12
C3198,0,38,M,9317.72,SENP,12,302,13
C3199,0,54,M,283605.06,SENP,17,269,28
C32,0,43,O,17797.41,PROF,7,866,7
C320,0,30,M,540571.25,PROF,14,219,18
C3200,0,46,M,291130.73,SELF-EMP,14,938,26
C3201,0,51,M,385473.4,SAL,12,735,13
C3202,0,26,M,229234.95,SENP,8,645,15
C3203,0,40,M,236122.71,SENP,18,451,15
C3204,0,36,M,194268.1,SELF-EMP,4,313,15
C3205,0,21,M,250368.15,SENP,15,223,20
C3206,0,37,M,434060.43,PROF,11,411,29
C3207,0,48,M,417118.09,SENP,17,564,1
C3208,0,47,M,134243.93,PROF,19,596,2
C3209,0,35,M,301274.14,SENP,2,473,8
C321,0,27,M,226789,SAL,8,387,15
C3210,0,32,M,14908.71,SELF-EMP,20,244,16
C3211,0,47,M,119470.79,SELF-EMP,0,292,30
C3212,0,30,M,169870.46,SENP,0,999,2
C3213,0,28,M,104464.6,SENP,7,139,31
C3214,0,27,M,364643.14,SENP,9,883,17
C3215,0,27,M,58558.35,SENP,12,612,26
C3216,0,27,M,232729.5,SELF-EMP,11,890,1
C3217,0,28,M,410797.88,SELF-EMP,16,459,21
C3218,0,22,M,82133.52,SENP,15,148,15
C3219,0,31,M,292812.08,SENP,19,762,20
C322,0,52,M,226789,SAL,49,710,24
C3220,0,34,M,27319.14,SELF-EMP,13,100,29
C3221,0,48,M,88129.73,SELF-EMP,13,145,8
C3222,0,33,M,386834.35,SELF-EMP,5,772,24
C3223,0,31,M,398219.05,SELF-EMP,12,746,16
C3224,0,46,M,309541.05,SAL,10,307,1
C3225,0,41,M,234174.82,SENP,0,973,15
C3226,0,29,M,176284.07,SAL,9,470,16
C3227,1,31,M,143078.92,SAL,10,193,10
C3228,1,24,M,138796.6,SENP,19,313,10
C3229,0,32,M,52446.88,SELF-EMP,11,853,28
C323,0,55,M,248072.05,SAL,28,939,20
C3230,0,38,M,127105.36,SENP,16,132,4
C3231,0,39,M,136876.76,PROF,11,443,23
C3232,0,53,M,15482.41,SAL,2,810,9
C3233,0,41,M,7557.08,SENP,6,559,6
C3234,0,41,M,299601.59,SENP,18,420,14
C3235,0,34,M,250371.93,SENP,8,147,25
C3236,0,30,M,118141.17,SENP,14,714,14
C3237,0,44,M,78213.14,SELF-EMP,7,576,16
C3238,0,54,M,359974.57,SENP,10,956,27
C3239,0,49,M,200321.9,SENP,15,940,29
C324,1,28,M,107493.86,SAL,17,596,2
C3240,0,54,M,85906.01,SELF-EMP,7,349,8
C3241,0,32,M,27842.25,SAL,8,578,2
C3242,0,55,M,373642.52,SELF-EMP,12,956,24
C3243,0,55,M,21660.02,PROF,13,817,30
C3244,0,40,M,239872.34,SELF-EMP,19,591,6
C3245,0,34,M,25527.67,SENP,20,564,15
C3246,0,44,M,396562.27,PROF,11,563,12
C3247,0,32,M,311552.1,SENP,20,324,28
C3248,0,49,M,63020.28,SENP,10,359,9
C3249,0,44,M,59038.93,SENP,5,802,25
C325,1,42,M,62248.68,PROF,37,550,3
C3250,0,22,M,108280.17,SELF-EMP,1,319,27
C3251,0,29,M,330992.63,SENP,17,945,22
C3252,0,37,M,520617.92,PROF,14,398,20
C3253,0,31,M,1351.23,SENP,6,685,2
C3254,0,31,M,247772.84,SENP,14,282,4
C3255,0,47,M,275644.36,SELF-EMP,8,774,19
C3256,0,33,M,242384.76,SENP,12,339,28
C3257,0,23,M,201597.2,SENP,19,670,21
C3258,0,32,M,4401.42,SAL,15,982,27
C3259,0,40,M,13173.67,PROF,14,610,17
C326,1,26,M,230058.29,PROF,18,722,1
C3260,0,38,M,143114.47,SELF-EMP,5,158,25
C3261,0,52,M,85544.54,SAL,12,333,21
C3262,1,37,M,414014.84,SAL,12,118,10
C3263,0,37,M,416420,SAL,20,891,15
C3264,0,51,M,406517.78,SAL,14,858,22
C3265,0,44,M,94598.88,SELF-EMP,5,876,24
C3266,0,24,M,3975.53,SAL,7,964,5
C3267,0,45,M,3703.15,SELF-EMP,12,801,11
C3268,0,38,M,53382.31,SAL,4,769,23
C3269,0,32,M,82477.55,SAL,9,756,16
C327,1,46,M,220934.09,PROF,23,767,1
C3270,0,30,M,82035.04,SAL,12,427,17
C3271,1,28,M,9015.24,SELF-EMP,2,645,10
C3272,0,36,M,69336.58,SELF-EMP,13,718,24
C3273,0,36,M,336386.22,SAL,8,875,31
C3274,0,40,M,103013.24,SAL,12,789,15
C3275,1,28,M,34621.49,SAL,11,517,10
C3276,0,28,M,172548.19,SELF-EMP,10,565,23
C3277,0,55,M,46302.41,SELF-EMP,3,393,2
C3278,0,36,M,4671.82,SELF-EMP,3,442,19
C3279,0,55,M,387247.33,SENP,17,511,4
C328,0,25,M,207973.87,SAL,1,400,12
C3280,0,44,M,25959,SENP,19,392,21
C3281,0,54,M,46056.33,SAL,12,237,29
C3282,0,32,M,52241.2,PROF,11,199,9
C3283,0,36,M,65731.14,PROF,6,814,11
C3284,0,51,M,114865.58,PROF,15,781,6
C3285,0,36,M,381480.54,PROF,14,949,17
C3286,1,51,M,432862.19,PROF,5,930,10
C3287,0,46,M,349786.14,PROF,15,867,7
C3288,0,34,M,226276.12,PROF,10,230,2
C3289,0,35,M,79788.56,SENP,19,883,6
C329,0,25,M,216151.56,PROF,8,395,20
C3290,0,40,M,178709.25,SENP,13,274,2
C3291,0,41,M,201531.4,PROF,19,490,20
C3292,0,31,M,45129.15,PROF,1,292,26
C3293,0,37,M,45377.26,PROF,12,788,6
C3294,0,30,M,170775.22,PROF,7,590,21
C3295,0,28,M,227516.71,SAL,14,930,1
C3296,1,26,M,149573.18,PROF,17,216,10
C3297,0,55,M,473998.45,PROF,15,983,6
C3298,0,34,M,10508.7,PROF,17,372,4
C3299,0,33,M,4397.95,SENP,8,352,26
C33,0,53,O,18444.45,SELF-EMP,26,923,19
C330,0,34,M,104022.5,PROF,36,913,22
C3300,0,25,M,73864.27,SENP,19,190,3
C3301,0,24,M,24946.94,SENP,6,727,1
C3302,0,29,M,410774.63,PROF,18,602,12
C3303,0,30,M,43346.51,SENP,11,847,5
C3304,0,51,M,420480.5,PROF,2,462,24
C3305,0,30,M,146298.89,PROF,7,135,4
C3306,0,30,M,133179.48,PROF,8,638,13
C3307,0,34,M,82520.57,PROF,9,620,7
C3308,0,35,M,38784.04,PROF,13,177,20
C3309,0,46,M,25771.95,PROF,19,202,1
C331,0,24,M,584232.19,SAL,27,355,15
C3310,0,41,M,339192.9,PROF,10,774,8
C3311,0,55,M,146075.73,PROF,0,633,30
C3312,0,32,M,232528.5,SENP,6,748,7
C3313,0,33,M,83901.98,SENP,2,723,29
C3314,0,33,M,7683.81,SAL,16,464,20
C3315,0,39,M,75731.3,SENP,16,671,21
C3316,0,30,M,132845.52,PROF,3,473,1
C3317,0,40,M,221475.09,PROF,8,169,19
C3318,0,45,M,284200.68,PROF,4,774,29
C3319,0,36,M,161414.88,SENP,14,164,6
C332,0,26,M,4755.95,PROF,16,204,16
C3320,0,55,M,131749.51,PROF,0,908,24
C3321,0,52,M,100927.66,PROF,18,397,14
C3322,0,29,M,202131.62,SENP,19,666,23
C3323,0,52,M,13882.02,PROF,18,631,7
C3324,0,43,M,172674.26,SENP,3,309,13
C3325,0,43,M,129177.45,PROF,2,407,21
C3326,0,54,M,151676.74,PROF,4,103,18
C3327,0,36,M,365954.96,PROF,0,492,13
C3328,0,46,M,8280.66,PROF,17,821,16
C3329,0,30,M,74024.52,PROF,12,888,28
C333,1,48,M,869611.58,SAL,48,429,10
C3330,0,45,M,213610.31,SENP,14,615,23
C3331,0,51,M,16216.44,PROF,13,390,13
C3332,0,28,M,196070.2,PROF,18,585,16
C3333,0,26,M,282058.99,SENP,20,355,27
C3334,0,28,M,185086.93,SENP,18,988,5
C3335,0,32,M,436193.84,SENP,17,226,21
C3336,0,21,M,116352.5,SENP,1,638,11
C3337,1,21,M,178870.89,SAL,7,909,10
C3338,0,39,M,102450.66,SENP,1,453,2
C3339,0,33,M,193097.25,SELF-EMP,20,856,25
C334,0,38,M,226789,PROF,36,571,18
C3340,0,35,M,106755.99,SENP,19,779,30
C3341,0,32,M,78460.73,SENP,12,567,22
C3342,0,36,M,10959.25,SELF-EMP,9,410,23
C3343,0,36,M,81228.36,SELF-EMP,15,614,19
C3344,0,37,M,21385.15,SELF-EMP,10,756,26
C3345,0,38,M,29615.19,SELF-EMP,15,290,26
C3346,0,54,M,50014.67,SELF-EMP,3,326,23
C3347,0,32,M,81706.88,SELF-EMP,2,209,20
C3348,0,40,M,69687.76,SELF-EMP,2,416,3
C3349,0,24,M,281832.75,SELF-EMP,5,305,4
C335,0,49,M,967389.12,PROF,15,848,31
C3350,0,55,M,99501.92,SELF-EMP,6,971,20
C3351,0,51,M,942688.1,SELF-EMP,1,661,2
C3352,0,30,M,393848.43,PROF,17,422,11
C3353,0,48,M,23247.36,SELF-EMP,6,763,18
C3354,0,46,M,10619.31,SELF-EMP,13,474,27
C3355,0,30,M,120812.82,SELF-EMP,5,997,7
C3356,0,44,M,159476.98,SELF-EMP,16,949,28
C3357,0,50,M,111379.95,SENP,2,285,26
C3358,0,23,M,278936.95,SELF-EMP,7,514,7
C3359,0,31,M,147161.74,SELF-EMP,9,710,1
C336,0,24,M,226789,PROF,40,512,25
C3360,0,33,M,41153.12,SELF-EMP,19,532,22
C3361,0,33,M,60156.99,SELF-EMP,4,786,20
C3362,0,40,M,101137.62,SELF-EMP,20,785,27
C3363,0,35,M,187919.49,SELF-EMP,9,648,19
C3364,0,29,M,397400.42,SELF-EMP,2,782,17
C3365,1,38,M,172360.86,SELF-EMP,19,748,10
C3366,0,38,M,243964.04,PROF,1,444,17
C3367,0,50,M,395394.13,SELF-EMP,9,444,28
C3368,0,46,M,30204.7,SELF-EMP,16,362,16
C3369,0,47,M,89924.34,SENP,9,772,22
C337,0,25,M,486717.55,PROF,13,263,1
C3370,0,32,M,6858.13,SELF-EMP,10,278,2
C3371,0,33,M,193493.25,SELF-EMP,3,935,22
C3372,0,35,M,41865.96,SELF-EMP,0,644,16
C3373,0,53,M,158320.17,SELF-EMP,20,531,17
C3374,0,48,M,32562.5,SELF-EMP,11,183,31
C3375,0,27,M,83690.94,SELF-EMP,5,311,21
C3376,0,40,M,204268.43,SELF-EMP,3,561,2
C3377,0,36,M,122159.39,SELF-EMP,13,940,3
C3378,0,35,M,45079.37,SELF-EMP,7,959,14
C3379,0,44,M,31483.26,SENP,10,925,2
C338,0,26,M,226135.04,PROF,15,831,3
C3380,0,30,M,61551.8,PROF,11,659,26
C3381,0,26,M,443332.26,PROF,8,282,18
C3382,0,26,M,669581.36,SENP,10,124,3
C3383,0,26,M,80279,SENP,7,600,30
C3384,0,52,M,130953.62,SAL,2,486,8
C3385,0,55,M,159756.62,SELF-EMP,17,767,19
C3386,0,50,M,468326.2,SENP,16,242,17
C3387,0,48,M,638879.08,SENP,12,136,8
C3388,0,47,M,53284.31,PROF,20,980,1
C3389,0,49,M,0,SELF-EMP,3,155,17
C339,0,40,M,148816.72,SAL,7,781,31
C3390,0,33,M,48964.55,PROF,4,649,30
C3391,0,31,M,36177.44,PROF,19,646,9
C3392,0,47,M,177589.45,PROF,10,737,22
C3393,0,25,M,49460.55,SENP,19,947,4
C3394,0,25,M,317376.73,SENP,7,241,12
C3395,0,47,M,28971.86,SELF-EMP,19,203,18
C3396,0,39,M,78542.74,SENP,10,643,3
C3397,0,43,M,45918.38,SENP,9,520,12
C3398,0,35,M,45824.65,SENP,13,573,5
C3399,0,24,M,95397.93,SENP,8,982,22
C34,0,53,O,44880.16,SAL,35,567,4
C340,0,25,M,736101.42,PROF,33,670,9
C3400,1,40,M,9919.4,SENP,4,770,10
C3401,0,41,M,82825.88,SENP,2,173,23
C3402,0,46,M,32164.25,SENP,3,329,28
C3403,0,35,M,48929.16,SELF-EMP,9,788,27
C3404,0,34,M,4770.72,PROF,12,284,27
C3405,0,55,M,100279.44,SENP,20,314,28
C3406,0,45,M,347666.33,SENP,12,780,19
C3407,0,53,M,254605.03,SAL,15,480,19
C3408,0,39,M,616855.95,SENP,0,313,19
C3409,0,26,M,104041.22,SENP,17,734,22
C341,0,51,M,83815.72,PROF,27,648,13
C3410,0,41,M,85477.15,SAL,3,255,29
C3411,0,51,M,116681.24,SAL,11,863,8
C3412,0,55,M,117176.56,SENP,9,186,17
C3413,0,27,M,94579.62,SENP,18,500,31
C3414,0,34,M,423561.11,SENP,7,993,5
C3415,0,54,M,231219.47,SENP,14,803,7
C3416,0,26,M,9156.68,SELF-EMP,20,323,13
C3417,0,49,M,46252.41,PROF,0,361,9
C3418,0,49,M,357645.27,SENP,8,807,21
C3419,0,35,M,57630.79,SENP,16,251,22
C342,0,42,M,48565.28,SAL,8,744,6
C3420,0,55,M,49559.72,SENP,13,811,24
C3421,1,36,M,13780.61,SENP,16,367,10
C3422,0,32,M,360616.96,SENP,17,889,1
C3423,0,23,M,86421.42,SENP,7,664,30
C3424,0,32,M,53150.41,SENP,2,485,5
C3425,0,52,M,486083.06,SENP,4,645,1
C3426,0,30,M,47503.91,SENP,0,645,5
C3427,0,39,M,5165.47,SAL,8,386,4
C3428,0,45,M,79743.64,SAL,17,922,27
C3429,0,26,M,243327.27,SAL,5,321,25
C343,0,46,M,157889.92,SAL,45,264,5
C3430,0,23,M,292271.38,SENP,12,292,2
C3431,0,42,M,331682.27,SENP,14,216,24
C3432,0,36,M,44884.07,SENP,10,684,22
C3433,0,48,M,181678.99,SENP,7,734,4
C3434,0,38,M,9671.82,PROF,12,989,12
C3435,0,55,M,25312.61,SENP,4,746,4
C3436,0,29,M,478163.23,SENP,9,901,2
C3437,0,25,M,50628.37,SENP,11,650,6
C3438,0,48,M,72332.88,SENP,19,231,29
C3439,1,47,M,17052.98,PROF,20,124,10
C344,0,43,M,32170,SAL,42,141,24
C3440,0,52,M,382313.13,SENP,5,521,17
C3441,0,52,M,287158.26,SELF-EMP,8,494,5
C3442,0,44,M,157370.86,SELF-EMP,0,935,20
C3443,0,32,M,35890.57,SENP,12,232,3
C3444,0,39,M,271638.56,SENP,12,734,15
C3445,0,54,M,161643.89,SELF-EMP,19,460,27
C3446,0,25,M,95217.2,SENP,19,453,25
C3447,0,25,M,562128,SENP,6,895,8
