age,workclass,education,marrital status,occupation,sex,capital gain,capital loss,working hours per week,salary
27,Private,Bachelors,Never-married,Other-service,Female,0,0,40, <=50K
19,Private,Some-college,Never-married,Sales,Female,0,0,25, <=50K
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,0,0,60, >50K
36,Private,Some-college,Never-married,Adm-clerical,Female,0,0,40, <=50K
45,Private,Masters,Married-civ-spouse,Exec-managerial,Male,7298,0,50, >50K
29,Private,Bachelors,Never-married,Prof-specialty,Female,0,0,60, <=50K
34,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,7298,0,54, >50K
28,Local-gov,Bachelors,Never-married,Prof-specialty,Male,0,0,50, <=50K
34,Private,5th-6th,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
18,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,20, <=50K
39,Private,Some-college,Divorced,Farming-fishing,Female,0,0,45, <=50K
34,Private,Some-college,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
35,Local-gov,Masters,Divorced,Adm-clerical,Female,0,0,41, <=50K
24,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
41,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,70, <=50K
50,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,0,1902,45, >50K
68,Private,Some-college,Divorced,Exec-managerial,Male,0,0,30, <=50K
35,Private,11th,Never-married,Machine-op-inspct,Male,0,0,50, <=50K
47,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Male,0,0,40, <=50K
43,Local-gov,Masters,Divorced,Prof-specialty,Female,0,0,40, <=50K
35,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,0,0,40, <=50K
34,Private,Some-college,Never-married,Exec-managerial,Female,0,0,17, <=50K
26,Private,HS-grad,Never-married,Craft-repair,Male,0,0,40, <=50K
50,Private,Some-college,Divorced,Sales,Female,0,0,40, <=50K
22,Private,HS-grad,Never-married,Craft-repair,Female,0,0,40, <=50K
20,Private,HS-grad,Never-married,Farming-fishing,Male,0,0,40, <=50K
18,?,HS-grad,Never-married,?,Female,0,0,40, <=50K
52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
71,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,0,0,28, <=50K
55,Private,HS-grad,Divorced,Adm-clerical,Female,0,0,40, <=50K
17,Private,11th,Never-married,Sales,Female,0,0,8, <=50K
36,Private,Some-college,Widowed,Prof-specialty,Female,0,0,40, <=50K
25,?,Bachelors,Married-civ-spouse,?,Male,0,0,40, <=50K
39,Local-gov,12th,Married-civ-spouse,Transport-moving,Male,0,1848,40, >50K
27,Private,Bachelors,Never-married,Other-service,Male,0,0,40, <=50K
42,Private,HS-grad,Divorced,Adm-clerical,Female,0,0,40, <=50K
22,Private,HS-grad,Married-spouse-absent,Sales,Male,0,1719,40, <=50K
57,Private,Assoc-voc,Never-married,Craft-repair,Male,0,0,40, >50K
34,Private,Some-college,Never-married,Craft-repair,Male,0,0,28, <=50K
31,Private,Masters,Never-married,Prof-specialty,Female,0,0,60, <=50K
24,Private,Bachelors,Never-married,Sales,Male,0,0,40, <=50K
41,Self-emp-not-inc,HS-grad,Never-married,Other-service,Male,0,0,60, <=50K
30,Private,Some-college,Divorced,Prof-specialty,Female,6849,0,40, <=50K
17,Private,11th,Never-married,Adm-clerical,Female,0,0,32, <=50K
26,Self-emp-inc,HS-grad,Separated,Sales,Female,0,0,20, <=50K
32,Private,1st-4th,Never-married,Farming-fishing,Male,0,0,50, <=50K
55,Private,10th,Married-civ-spouse,Exec-managerial,Male,0,0,45, <=50K
19,Private,12th,Married-spouse-absent,Other-service,Female,0,0,20, <=50K
28,Private,Masters,Divorced,Prof-specialty,Female,0,0,50, <=50K
55,?,HS-grad,Married-civ-spouse,?,Female,2885,0,40, <=50K
49,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,0,0,60, >50K
23,Private,Bachelors,Never-married,Exec-managerial,Male,0,0,40, <=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
40,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,40, >50K
23,Private,Some-college,Never-married,Craft-repair,Male,0,0,40, <=50K
59,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,0,1887,40, >50K
20,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,35, <=50K
21,Private,HS-grad,Never-married,Craft-repair,Male,0,0,40, <=50K
28,?,Bachelors,Married-spouse-absent,?,Female,0,0,10, <=50K
44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,0,0,50, <=50K
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,0,0,48, <=50K
50,Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Male,4416,0,45, <=50K
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,45, >50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,50, <=50K
34,Private,HS-grad,Divorced,Transport-moving,Male,0,0,40, <=50K
46,Private,Masters,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
28,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,60, >50K
23,Private,HS-grad,Never-married,Adm-clerical,Male,0,2001,40, <=50K
29,Private,Bachelors,Married-civ-spouse,Tech-support,Male,0,0,40, >50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,7688,0,50, >50K
90,?,Some-college,Never-married,?,Male,0,0,10, <=50K
35,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Male,7688,0,55, >50K
20,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0,0,40, <=50K
42,Private,Masters,Divorced,Prof-specialty,Female,2354,0,16, <=50K
56,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Female,5013,0,45, <=50K
31,Private,Bachelors,Never-married,Sales,Male,0,0,45, <=50K
23,Private,HS-grad,Never-married,Tech-support,Male,0,0,50, <=50K
60,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
28,Private,Some-college,Never-married,Craft-repair,Male,0,0,40, <=50K
32,Private,Some-college,Married-civ-spouse,Transport-moving,Male,0,0,60, >50K
36,Private,Masters,Never-married,Exec-managerial,Female,14084,0,40, >50K
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,60, <=50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,48, >50K
27,Private,HS-grad,Never-married,Sales,Male,0,0,40, <=50K
49,Private,HS-grad,Divorced,Exec-managerial,Male,0,0,50, <=50K
48,Private,HS-grad,Divorced,Other-service,Female,0,0,40, <=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,50, >50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,65, >50K
27,Private,Assoc-acdm,Never-married,Sales,Male,0,0,40, <=50K
31,Local-gov,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,4064,0,40, <=50K
24,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
24,Private,HS-grad,Divorced,Handlers-cleaners,Male,0,0,30, <=50K
25,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
36,Private,Assoc-voc,Divorced,Sales,Female,0,0,40, <=50K
38,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,0,0,45, <=50K
57,Private,5th-6th,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
24,Private,Some-college,Married-civ-spouse,Farming-fishing,Male,0,0,50, >50K
41,State-gov,HS-grad,Married-civ-spouse,Tech-support,Male,0,0,40, <=50K
56,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0,0,60, >50K
19,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
44,Private,HS-grad,Never-married,Other-service,Male,0,0,32, <=50K
34,Private,Assoc-voc,Never-married,Craft-repair,Female,0,0,40, <=50K
25,Private,Bachelors,Never-married,Exec-managerial,Male,0,0,40, <=50K
27,State-gov,HS-grad,Married-civ-spouse,Tech-support,Male,0,0,40, <=50K
22,Private,HS-grad,Never-married,Prof-specialty,Male,0,0,40, <=50K
59,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,1887,55, >50K
34,Private,11th,Married-civ-spouse,Transport-moving,Male,0,0,50, <=50K
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,65, >50K
21,Private,Some-college,Never-married,Adm-clerical,Female,0,0,38, <=50K
24,Private,Some-college,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
19,?,Some-college,Never-married,?,Female,0,0,15, <=50K
82,?,Some-college,Widowed,?,Male,0,0,3, <=50K
35,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,50, >50K
32,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
45,Private,Some-college,Divorced,Adm-clerical,Female,0,0,45, <=50K
30,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
28,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,0,0,55, <=50K
28,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Female,0,0,5, <=50K
29,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,44, <=50K
60,Private,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
28,Private,Assoc-voc,Never-married,Sales,Female,0,0,40, <=50K
38,Federal-gov,Some-college,Divorced,Exec-managerial,Female,0,0,40, <=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,50, >50K
28,Private,Some-college,Married-civ-spouse,Other-service,Male,0,0,35, >50K
42,Private,Some-college,Married-civ-spouse,Other-service,Female,0,0,23, <=50K
40,Local-gov,9th,Married-civ-spouse,Other-service,Female,0,0,40, >50K
24,Private,Some-college,Never-married,Other-service,Male,0,0,40, <=50K
37,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,0,0,60, >50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
39,Private,Bachelors,Never-married,Exec-managerial,Male,0,0,40, <=50K
22,Private,9th,Married-spouse-absent,Other-service,Male,0,0,35, <=50K
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0,1628,40, <=50K
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,43, <=50K
34,Private,Some-college,Divorced,Adm-clerical,Female,0,0,40, <=50K
42,Private,Some-college,Divorced,Sales,Female,0,0,43, <=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
35,Private,HS-grad,Never-married,Sales,Female,0,0,40, <=50K
60,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,3781,0,16, <=50K
33,Private,Some-college,Never-married,Craft-repair,Male,8614,0,40, >50K
22,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,80, <=50K
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,5178,0,40, >50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
37,Self-emp-not-inc,11th,Married-civ-spouse,Transport-moving,Male,0,0,45, <=50K
63,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,0,0,60, >50K
46,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,7688,0,38, >50K
48,Private,HS-grad,Separated,Machine-op-inspct,Female,0,0,40, <=50K
33,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
65,Private,Some-college,Widowed,Prof-specialty,Female,1848,0,20, <=50K
39,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, >50K
43,Private,Bachelors,Divorced,Exec-managerial,Female,0,0,40, >50K
28,Private,10th,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
50,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Female,99999,0,35, >50K
24,State-gov,Bachelors,Never-married,Prof-specialty,Male,0,0,20, <=50K
48,Private,HS-grad,Divorced,Transport-moving,Male,0,0,40, <=50K
35,Private,Some-college,Never-married,Other-service,Male,0,0,40, <=50K
62,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
42,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Male,0,0,40, <=50K
60,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,99999,0,40, >50K
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,0,0,50, >50K
40,Private,Prof-school,Never-married,Exec-managerial,Female,0,0,40, <=50K
39,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
43,?,Bachelors,Married-civ-spouse,?,Male,0,0,40, <=50K
43,Local-gov,HS-grad,Divorced,Protective-serv,Female,0,0,40, <=50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,38, <=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,45, >50K
30,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,0,0,40, >50K
32,Private,Some-college,Married-civ-spouse,Sales,Male,0,0,65, <=50K
18,Private,Some-college,Never-married,Adm-clerical,Male,0,0,40, <=50K
37,Private,Assoc-acdm,Never-married,Sales,Female,0,0,40, <=50K
26,Private,Bachelors,Never-married,Adm-clerical,Female,0,0,40, <=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,42, <=50K
35,?,Some-college,Divorced,?,Female,0,0,36, <=50K
33,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,45, <=50K
46,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,0,0,44, >50K
40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,0,0,50, >50K
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0,0,48, <=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,40, <=50K
47,Self-emp-not-inc,Some-college,Widowed,Other-service,Female,0,0,35, <=50K
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,40, >50K
45,Private,HS-grad,Married-spouse-absent,Adm-clerical,Female,0,0,30, <=50K
53,Private,HS-grad,Separated,Craft-repair,Male,0,0,35, <=50K
52,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Male,0,0,40, <=50K
64,Private,7th-8th,Married-civ-spouse,Farming-fishing,Male,0,0,40, >50K
42,Private,Masters,Never-married,Exec-managerial,Male,0,0,45, >50K
44,Private,Some-college,Married-civ-spouse,Tech-support,Male,0,0,44, >50K
41,Private,HS-grad,Married-civ-spouse,Sales,Male,7298,0,50, >50K
53,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,0,0,43, >50K
25,Private,HS-grad,Never-married,Craft-repair,Male,0,0,35, <=50K
20,Private,11th,Separated,Other-service,Female,0,0,40, <=50K
29,Private,Assoc-voc,Never-married,Priv-house-serv,Female,0,0,40, <=50K
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Female,0,1977,30, >50K
56,Private,HS-grad,Married-civ-spouse,Sales,Female,0,0,35, <=50K
38,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,7298,0,40, >50K
62,Private,HS-grad,Married-civ-spouse,Sales,Male,0,0,40, <=50K
28,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Male,0,0,60, <=50K
31,Private,HS-grad,Married-civ-spouse,Sales,Male,3908,0,40, <=50K
24,Private,Bachelors,Never-married,Sales,Male,0,0,40, <=50K
65,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,0,0,34, <=50K
40,Private,HS-grad,Separated,Handlers-cleaners,Male,0,0,30, <=50K
31,Private,Bachelors,Never-married,Prof-specialty,Male,0,0,40, <=50K
35,Private,HS-grad,Divorced,Transport-moving,Male,0,1741,60, <=50K
42,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Male,0,1902,40, >50K
20,Private,HS-grad,Never-married,Sales,Female,0,0,30, <=50K
30,Local-gov,Some-college,Divorced,Adm-clerical,Female,0,0,40, <=50K
25,Private,Bachelors,Never-married,Exec-managerial,Male,0,0,45, <=50K
22,Private,HS-grad,Never-married,Other-service,Male,0,0,40, <=50K
65,?,HS-grad,Widowed,?,Female,0,2206,10, <=50K
31,Private,Some-college,Married-civ-spouse,Prof-specialty,Female,3908,0,40, <=50K
56,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,0,0,50, >50K
51,Private,HS-grad,Divorced,Other-service,Male,0,0,32, <=50K
36,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Male,0,0,60, <=50K
44,State-gov,Some-college,Divorced,Adm-clerical,Female,0,1590,40, <=50K
49,Private,Masters,Divorced,Exec-managerial,Male,0,1755,45, >50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
57,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,7298,0,40, >50K
33,Self-emp-not-inc,Some-college,Never-married,Sales,Male,0,0,65, <=50K
49,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,5178,0,40, >50K
74,State-gov,Doctorate,Never-married,Prof-specialty,Female,0,3683,20, >50K
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,5013,0,45, <=50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,15024,0,40, >50K
39,Private,HS-grad,Never-married,Machine-op-inspct,Female,0,0,40, <=50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,7298,0,65, >50K
56,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,40, >50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
17,Private,11th,Never-married,Priv-house-serv,Female,0,0,40, <=50K
28,Private,9th,Divorced,Prof-specialty,Female,0,0,40, <=50K
18,?,10th,Never-married,?,Male,0,0,40, <=50K
42,Private,Masters,Divorced,Adm-clerical,Female,0,0,25, <=50K
39,Private,Some-college,Separated,Adm-clerical,Female,0,0,40, <=50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,3464,0,40, <=50K
21,Private,Some-college,Never-married,Prof-specialty,Male,0,0,10, <=50K
36,Private,Some-college,Never-married,Adm-clerical,Female,0,0,40, <=50K
56,Private,10th,Widowed,Machine-op-inspct,Female,0,0,40, <=50K
49,Private,5th-6th,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
47,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,0,0,80, <=50K
44,Private,Some-college,Separated,Adm-clerical,Female,0,0,40, <=50K
40,Private,1st-4th,Never-married,Other-service,Male,0,0,45, <=50K
43,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,15024,0,40, >50K
62,Private,12th,Married-civ-spouse,Farming-fishing,Male,0,0,48, <=50K
52,Private,Prof-school,Married-civ-spouse,Prof-specialty,Female,3103,0,30, >50K
25,Private,HS-grad,Never-married,Other-service,Female,0,0,40, <=50K
63,Self-emp-inc,Masters,Divorced,Prof-specialty,Male,0,0,70, >50K
51,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,0,0,99, <=50K
25,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,40, <=50K
62,?,Some-college,Married-civ-spouse,?,Male,0,0,40, <=50K
27,Private,HS-grad,Never-married,Sales,Female,0,0,40, <=50K
48,Federal-gov,Some-college,Never-married,Adm-clerical,Male,0,0,30, <=50K
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
36,Private,Some-college,Married-civ-spouse,Sales,Male,0,0,45, <=50K
30,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Male,0,0,40, <=50K
45,State-gov,Masters,Divorced,Exec-managerial,Female,0,0,40, <=50K
27,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,50, <=50K
41,Private,Bachelors,Divorced,Other-service,Male,0,0,37, <=50K
61,Private,HS-grad,Married-civ-spouse,Other-service,Male,0,0,40, <=50K
70,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Female,0,0,55, <=50K
55,Private,11th,Never-married,Machine-op-inspct,Female,0,0,40, <=50K
35,Private,Bachelors,Never-married,Other-service,Female,0,0,45, <=50K
36,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Male,0,0,38, <=50K
29,Private,Some-college,Never-married,Tech-support,Male,0,0,60, <=50K
30,Private,Bachelors,Married-civ-spouse,Other-service,Female,0,0,40, <=50K
45,Private,11th,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
39,Federal-gov,Bachelors,Divorced,Prof-specialty,Female,5455,0,60, <=50K
18,Private,HS-grad,Never-married,Other-service,Male,0,0,20, <=50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,40, <=50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,0,0,45, <=50K
38,Private,HS-grad,Never-married,Machine-op-inspct,Male,0,0,40, <=50K
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,0,0,40, >50K
25,?,HS-grad,Married-civ-spouse,?,Female,0,0,4, <=50K
38,Private,11th,Never-married,Other-service,Female,0,0,40, <=50K
23,Private,Some-college,Never-married,Farming-fishing,Male,0,0,45, <=50K
40,Private,Assoc-voc,Divorced,Prof-specialty,Male,0,0,40, <=50K
36,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,99999,0,50, >50K
20,Private,Some-college,Never-married,Sales,Female,0,0,20, <=50K
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0,0,48, <=50K
44,Private,Some-college,Separated,Adm-clerical,Female,0,0,38, <=50K
49,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,Male,0,0,40, >50K
22,Private,Assoc-acdm,Never-married,Adm-clerical,Female,0,0,40, <=50K
26,Private,Some-college,Never-married,Adm-clerical,Female,0,0,40, <=50K
47,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
48,Private,HS-grad,Widowed,Other-service,Female,0,0,25, <=50K
28,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Male,0,0,40, <=50K
37,Federal-gov,Some-college,Separated,Exec-managerial,Male,8614,0,55, >50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,0,0,40, <=50K
20,?,12th,Never-married,?,Female,0,0,35, <=50K
53,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,7298,0,40, >50K
36,Private,Masters,Never-married,Exec-managerial,Male,0,0,15, <=50K
77,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Male,0,0,30, <=50K
21,Private,HS-grad,Never-married,Other-service,Male,0,0,35, <=50K
24,Private,Bachelors,Never-married,Adm-clerical,Female,0,0,40, <=50K
30,Private,Assoc-acdm,Never-married,Tech-support,Female,0,0,40, <=50K
51,Local-gov,Assoc-voc,Divorced,Adm-clerical,Female,0,0,50, <=50K
22,Private,Some-college,Divorced,Sales,Female,0,0,30, <=50K
23,Private,Some-college,Never-married,Sales,Male,0,0,25, <=50K
47,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,99999,0,50, >50K
17,Private,12th,Never-married,Sales,Male,0,0,20, <=50K
48,Private,Bachelors,Never-married,Other-service,Male,0,0,50, >50K
43,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,0,0,40, >50K
34,Private,12th,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
19,Private,HS-grad,Never-married,Adm-clerical,Female,0,0,35, <=50K
42,State-gov,Some-college,Never-married,Exec-managerial,Female,0,0,40, <=50K
23,Private,Bachelors,Never-married,Exec-managerial,Male,0,0,40, <=50K
61,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,0,0,50, >50K
63,Private,11th,Married-civ-spouse,Other-service,Male,0,0,30, <=50K
65,Private,HS-grad,Widowed,Sales,Female,0,0,40, <=50K
37,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,7298,0,40, >50K
41,Local-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Male,0,0,40, >50K
35,Private,Some-college,Married-civ-spouse,Protective-serv,Male,0,0,40, <=50K
21,Private,HS-grad,Divorced,Sales,Female,0,0,40, <=50K
48,Local-gov,Bachelors,Never-married,Adm-clerical,Female,0,0,35, <=50K
51,State-gov,Some-college,Married-civ-spouse,Sales,Male,0,1887,40, >50K
43,Private,Bachelors,Married-civ-spouse,Sales,Male,0,0,55, <=50K
22,State-gov,Some-college,Never-married,Prof-specialty,Male,0,0,15, <=50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,0,0,60, <=50K
47,Private,HS-grad,Divorced,Adm-clerical,Female,0,0,40, <=50K
26,Private,Bachelors,Never-married,Adm-clerical,Male,0,0,24, <=50K
39,Private,Some-college,Married-civ-spouse,Other-service,Female,0,0,24, <=50K
45,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Male,0,0,75, <=50K
49,Private,HS-grad,Divorced,Other-service,Male,0,0,40, <=50K
23,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,30, <=50K
69,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,0,0,36, <=50K
41,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Male,0,0,60, >50K
40,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Male,0,0,40, <=50K
25,Private,HS-grad,Never-married,Machine-op-inspct,Male,0,0,40, <=50K
52,Private,HS-grad,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
28,Private,Some-college,Never-married,Prof-specialty,Female,3325,0,50, <=50K
50,Federal-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
21,Private,Assoc-voc,Never-married,Tech-support,Female,0,0,30, <=50K
48,Private,Some-college,Married-civ-spouse,Sales,Male,0,0,40, >50K
27,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,0,0,42, >50K
63,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,30, <=50K
47,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,0,0,40, >50K
37,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Male,14084,0,45, >50K
28,Private,Some-college,Married-civ-spouse,Sales,Male,0,0,40, <=50K
58,Private,HS-grad,Divorced,Adm-clerical,Female,0,0,40, <=50K
41,Private,Some-college,Married-civ-spouse,Sales,Male,0,0,51, <=50K
67,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,0,0,40, <=50K
62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Female,0,0,48, <=50K
28,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Male,0,0,40, >50K
26,Private,12th,Never-married,Handlers-cleaners,Male,0,0,40, <=50K
46,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,0,0,65, >50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,0,0,40, <=50K
39,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,0,0,40, >50K
25,Private,Masters,Never-married,Prof-specialty,Female,0,0,35, <=50K
20,Private,Some-college,Never-married,Sales,Female,0,0,35, <=50K
