EmployeeID,Attrition,Age,TravelProfile,Department,HomeToWork,EducationField,Gender,HourlnWeek,Involvement,WorkLifeBalance,Designation,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,WorkExperience,LastPromotion,CurrentProfile,MaritalStatus,MonthlyIncome
5112651,0,43,No,Analytics,10,Statistics,Male,,3,1,Executive,3,0,4,0,18,7,1,2,Single,17438
5112652,0,44,Yes,Analytics,24,CA,Male,63,3,3,Executive,2,0,8,0,26,9,2,3,Divorsed,18258
5112653,0,21,Rarely,Analytics,6,Statistics,Male,59,4,5,Executive,3,1,2,0,18,3,2,,Single,19033
5112654,0,49,No,Analytics,19,Statistics,Male,62,3,3,Manager,2,0,1,1,20,7,1,7,Married,21804
5112655,0,52,Rarely,Analytics,9,Statistics,Male,53,3,3,VP,3,1,8,0,19,24,16,16,Single,35537
5112656,0,56,Rarely,Analytics,9,Statistics,Female,67,3,2,Executive,5,1,4,1,23,5,2,2,Married,19257
5112657,1,38,Rarely,Analytics,13,CA,Male,60,3,2,Manager,5,1,2,0,21,11,1,9,Single,20213
5112658,0,36,No,Analytics,25,Statistics,Female,47,3,5,Manager,4,0,7,0,20,11,0,8,Divorsed,20674
5112659,0,31,Rarely,Analytics,31,CA,Female,66,3,1,Manager,1,0,2,0,19,12,2,10,Married,21775
5112660,0,35,Rarely,Sales,1,Marketing Diploma,Male,64,3,3,Senior Manager,4,1,1,0,18,10,0,6,Divorsed,22295
5112661,0,43,Rarely,Analytics,3,Statistics,Female,67,3,2,Executive,5,0,4,0,22,9,2,3,M,18576
5112662,0,35,Rarely,Analytics,5,Other,Male,75,3,2,Executive,1,1,1,0,17,1,0,0,Married,16951
5112663,1,32,Rarely,Sales,16,CA,Male,48,3,5,Manager,5,0,3,0,23,10,2,3,Married,20233
5112664,1,33,Rarely,Analytics,10,Statistics,Male,81,3,1,Manager,3,0,2,0,24,11,2,2,Married,20883
5112665,0,41,Rarely,Analytics,5,Statistics,Female,69,3,1,Executive,5,0,5,0,23,8,1,3,Married,19377
5112666,0,36,Rarely,Sales,11,Engineer,Female,63,4,2,Manager,3,0,1,1,18,10,1,7,Married,20673
5112667,0,34,Rarely,Analytics,9,Statistics,Female,32,3,4,Manager,5,1,3,0,19,7,0,0,Married,20121
5112668,0,26,Rarely,Analytics,7,Other,Female,,4,3,Executive,4,1,1,0,24,5,4,3,Divorsed,17368
5112669,0,29,Rarely,Analytics,9,Other,F,39,5,5,Manager,5,1,3,0,18,9,0,7,Married,24715
5112670,1,,Rarely,Analytics,1,Statistics,Female,67,5,2,Executive,4,1,7,1,18,10,3,7,Single,17216
5112671,0,,Rarely,Analytics,7,CA,Female,66,4,4,Executive,3,1,0,0,17,6,0,3,M,17187
5112672,0,37,Rarely,Marketing,16,MBA,Male,38,3,4,Executive,4,0,5,0,19,9,1,5,Divorsed,18143
5112673,0,40,Yes,Analytics,27,CA,Female,62,4,5,Manager,2,1,3,1,18,16,0,0,Divorsed,19422
5112674,1,45,Yes,Analytics,3,CA,,61,3,4,Executive,4,1,2,1,18,7,3,4,M,18342
5112675,0,31,Rarely,Sales,15,Engineer,F,55,3,3,Manager,3,1,1,0,17,7,5,5,Single,22577
5112676,0,41,Rarely,Analytics,15,Statistics,Male,,3,5,Executive,3,1,4,0,17,13,1,8,M,17451
5112677,0,30,Rarely,Analytics,2,CA,Male,76,3,4,Executive,4,0,1,0,18,12,1,,M,18748
5112678,0,27,Yes,Sales,9,Marketing Diploma,Male,54,3,5,Manager,1,1,0,0,24,5,1,1,Married,19342
5112679,1,42,Yes,Sales,13,Statistics,Male,44,3,5,AVP,5,1,0,1,17,22,13,14,Single,28758
5112680,0,22,Rarely,Analytics,1,Statistics,Male,33,4,4,Manager,2,0,6,0,27,4,2,2,Divorsed,19775
5112681,0,22,Rarely,Analytics,6,CA,Male,82,4,5,Executive,3,1,2,0,23,4,2,1,Single,19230
5112682,0,43,Rarely,Analytics,20,Statistics,F,54,2,5,Manager,5,1,4,1,19,11,1,3,Single,22545
5112683,0,44,Yes,Sales,18,Statistics,Male,49,4,4,Manager,2,0,4,0,,8,3,3,Divorsed,22804
5112684,1,24,Rarely,Sales,4,Statistics,Female,65,3,5,Manager,3,0,9,0,19,4,2,0,Single,19577
5112685,0,30,Rarely,Analytics,24,Statistics,F,53,1,5,Senior Manager,5,1,2,0,17,11,9,9,Married,25980
5112686,0,56,No,Analytics,5,CA,Male,42,4,2,AVP,5,0,8,0,21,32,7,3,Single,32756
5112687,1,51,Rarely,Sales,6,Marketing Diploma,Male,58,4,5,Executive,3,0,2,1,20,4,1,3,M,18683
5112688,0,30,Yes,Analytics,6,Statistics,Male,75,4,1,Executive,2,0,9,0,17,10,0,,M,18761
5112689,1,48,Rarely,Analytics,1,Statistics,Male,68,4,1,Senior Manager,3,1,9,1,18,23,0,0,Single,20381
5112690,0,39,Rarely,Sales,10,CA,Female,46,1,5,Manager,5,0,2,1,30,9,8,8,Married,21605
5112691,1,40,Rarely,Analytics,26,CA,Male,65,3,2,Executive,5,1,1,0,19,7,1,4,Single,19904
5112692,0,37,Rarely,Sales,5,CA,Male,63,4,2,Senior Manager,3,0,2,0,,11,10,1,Married,23596
5112693,1,,Yes,Sales,27,Engineer,Male,47,1,5,Executive,5,0,2,0,23,2,1,1,Single,17091
5112694,1,33,Rarely,Analytics,15,CA,Male,,3,5,Executive,2,1,5,1,18,8,0,4,Divorsed,17436
5112695,0,43,Rarely,Analytics,21,Statistics,Male,37,3,5,Manager,5,0,7,1,23,10,2,3,Married,21410
5112696,0,53,Rarely,Analytics,10,Statistics,Male,59,3,5,Senior Manager,4,1,8,0,25,19,5,1,Single,26445
5112697,0,31,No,Analytics,6,Statistics,Male,55,3,4,Executive,2,1,5,0,21,10,2,5,Divorsed,18097
5112698,0,32,Rarely,Analytics,11,Statistics,Female,63,3,4,Manager,1,0,2,0,29,12,2,9,Single,20424
5112699,1,31,Rarely,,9,Statistics,Female,34,4,4,Executive,4,0,1,0,17,1,0,0,Single,16261
5112700,1,35,Rarely,Analytics,24,Statistics,Male,50,4,1,Manager,3,1,3,1,18,8,0,1,Married,20916
5112701,1,25,Rarely,,3,CA,Male,63,3,2,Executive,2,0,3,1,22,7,3,1,Divorsed,18293
5112702,0,44,Rarely,Analytics,5,CA,Male,50,3,5,Manager,4,1,9,0,17,10,2,3,Single,20933
5112703,1,,Rarely,Analytics,8,Engineer,Male,,3,4,Executive,3,0,8,0,16,14,9,8,M,17339
5112704,0,40,Yes,Analytics,17,CA,Male,51,4,1,Manager,3,1,6,0,19,10,0,0,Single,20094
5112705,1,34,Yes,Analytics,6,Statistics,Male,72,3,2,Executive,5,0,2,1,17,11,10,8,Single,19348
5112706,0,38,Rarely,Sales,3,Marketing Diploma,Female,77,5,1,Manager,1,0,2,1,25,20,0,3,Married,20405
5112707,0,31,Rarely,Analytics,3,Statistics,Male,40,5,3,Executive,3,1,4,0,27,8,1,3,Married,19833
5112708,1,31,Yes,Analytics,,CA,Male,72,3,2,Executive,3,1,1,0,17,2,2,2,Divorsed,17610
5112709,0,39,Rarely,Analytics,14,CA,F,64,4,5,AVP,4,0,6,1,18,21,15,2,Married,32123
5112710,0,24,Rarely,Analytics,18,CA,Female,41,4,3,Manager,3,1,1,0,20,5,3,2,Married,19377
5112711,1,25,Yes,,25,Statistics,Male,73,5,1,Executive,1,1,1,1,19,1,1,0,Single,16118
5112712,0,59,Rarely,Analytics,19,CA,Male,67,3,4,Senior Manager,2,1,6,0,17,25,5,4,Single,25512
5112713,1,21,Rarely,Sales,,Statistics,Female,60,2,2,Executive,4,1,1,0,20,1,0,0,Single,17716
5112714,0,50,Rarely,Analytics,3,Statistics,Male,38,3,1,AVP,3,0,5,0,20,24,1,1,Single,31379
5112715,0,40,Rarely,Analytics,5,Engineer,Female,82,4,1,Manager,3,1,2,0,17,21,12,11,Single,20553
5112716,0,55,Rarely,Analytics,15,CA,Male,61,1,3,VP,4,0,8,0,16,36,2,15,Single,33722
5112717,0,45,Rarely,Analytics,10,Statistics,Male,,3,3,Manager,4,1,8,0,23,20,0,15,M,17348
5112718,0,37,Rarely,Analytics,12,CA,Female,64,3,5,Executive,3,1,4,0,23,8,0,2,Single,18629
5112719,1,33,Yes,Analytics,4,Statistics,,70,3,1,Executive,5,1,1,1,16,10,9,7,Single,18348
5112720,0,38,Rarely,Analytics,3,Statistics,F,67,3,3,Manager,4,0,7,0,18,9,5,4,Divorsed,22447
5112721,0,32,Rarely,Sales,11,Marketing Diploma,Male,55,3,3,Manager,2,1,1,0,17,10,0,8,Single,20396
5112722,0,40,No,Analytics,9,CA,Male,55,4,3,Senior Manager,4,1,2,0,16,16,4,8,Married,28757
5112723,0,35,Rarely,Analytics,6,Statistics,Female,68,3,3,Manager,4,1,2,0,18,12,8,10,Married,21433
5112724,0,40,Rarely,Sales,5,Marketing Diploma,Male,67,4,1,Senior Manager,1,1,7,0,16,15,2,11,Married,25855
5112725,0,33,Rarely,Analytics,5,CA,Female,52,4,2,Executive,4,0,8,0,16,8,0,,M,18838
5112726,0,56,Rarely,Analytics,7,Statistics,Male,32,3,4,Manager,3,0,1,1,22,5,2,3,Divorsed,20035
5112727,0,43,Yes,Sales,29,Marketing Diploma,F,79,3,2,AVP,4,1,6,0,20,24,5,9,Married,29525
5112728,1,29,Yes,,25,Engineer,Male,45,1,2,Executive,5,1,1,0,22,1,0,0,Single,16091
5112729,0,42,Rarely,Marketing,11,MBA,F,31,3,5,AVP,5,1,0,0,19,21,0,9,Married,31799
5112730,0,57,No,Analytics,4,Statistics,Male,59,3,2,Manager,3,1,2,0,27,14,2,10,Married,22306
5112731,0,29,Rarely,Analytics,24,CA,Male,44,3,1,Executive,2,1,2,0,17,6,1,,Divorsed,18713
5112732,1,35,Rarely,Analytics,24,Statistics,Male,50,4,2,Manager,3,1,3,1,18,8,0,1,Divorsed,20916
5112733,1,26,Yes,Analytics,6,CA,Female,,4,3,Executive,3,0,1,1,19,8,1,7,Divorsed,17366
5112734,0,31,No,Sales,3,Statistics,F,57,3,4,Senior Manager,3,0,1,1,24,10,9,6,Married,24852
5112735,0,45,Yes,Analytics,8,Statistics,Male,67,3,2,Senior Manager,5,0,1,0,23,24,9,11,Married,20210
5112736,0,30,Rarely,Analytics,31,Statistics,Female,65,3,5,Executive,2,0,5,0,28,12,2,8,M,18514
5112737,1,40,Rarely,Sales,6,CA,Female,43,3,2,Manager,3,1,5,1,24,,1,1,Married,21238
5112738,0,27,Yes,Sales,3,CA,Male,54,4,4,Manager,5,1,2,0,18,8,1,8,Single,20294
5112739,0,32,Rarely,Sales,5,Statistics,Female,56,3,3,Executive,4,1,2,0,16,6,1,,Divorsed,18931
5112740,0,41,Rarely,Sales,3,Statistics,F,61,3,5,AVP,5,0,7,0,21,22,11,8,Divorsed,31595
5112741,0,30,Rarely,Analytics,1,Statistics,Male,38,5,3,Executive,3,0,3,0,26,7,0,,M,18833
5112742,0,53,Rarely,Analytics,6,CA,Male,41,4,2,Senior Manager,3,0,3,1,20,29,1,5,Married,23969
5112743,0,39,Yes,Analytics,23,CA,F,52,3,1,Senior Manager,5,1,1,1,18,21,2,8,Single,25880
5112744,0,42,No,Analytics,22,CA,Female,36,3,2,Manager,3,1,2,0,21,11,0,2,Married,20265
5112745,0,50,Yes,Analytics,21,CA,Male,41,3,3,AVP,3,0,2,1,20,32,12,13,Married,26245
5112746,1,31,Yes,,7,Engineer,Male,42,3,4,Executive,2,1,19,1,29,4,1,1,Single,18285
5112747,0,55,Rarely,Analytics,21,Engineer,Male,37,3,2,Manager,2,0,3,1,24,12,0,8,Divorsed,20415
5112748,0,33,Rarely,Sales,9,CA,Male,59,3,3,Manager,3,1,2,0,22,13,6,8,Single,21010
5112749,1,31,Rarely,Marketing,19,MBA,Male,59,1,4,Executive,5,1,0,0,22,2,0,0,M,17956
5112750,0,47,Yes,Analytics,21,CA,F,58,3,3,Senior Manager,3,0,6,0,17,29,2,3,Married,26527
5112751,1,24,Rarely,,10,Statistics,Male,69,3,2,Executive,1,0,2,1,27,4,1,3,M,18275
5112752,1,33,Rarely,Sales,17,Marketing Diploma,Female,69,3,4,Manager,5,1,5,0,20,6,0,2,Single,20324
5112753,0,51,Rarely,Sales,11,Marketing Diploma,Male,56,3,3,Executive,4,1,8,0,21,5,3,3,Married,19875
5112754,1,28,Rarely,Analytics,3,Statistics,Male,79,3,4,Executive,3,0,2,0,16,5,0,0,Single,18485
5112755,0,33,Rarely,Analytics,6,Statistics,Female,63,4,1,Executive,2,1,1,0,18,2,0,2,Divorsed,17911
5112756,0,26,Rarely,Sales,21,Statistics,Male,65,1,2,Manager,3,1,3,0,17,7,2,3,Divorsed,22232
5112757,0,38,Rarely,Analytics,3,CA,Female,55,4,1,Executive,5,0,3,0,20,18,1,3,Divorsed,19920
5112758,0,45,Rarely,Analytics,3,Other,Female,59,4,1,Manager,1,0,1,0,24,10,,9,Married,20770
5112759,0,39,Yes,Analytics,13,CA,Male,68,3,4,Executive,3,0,1,0,23,4,1,3,Divorsed,18684
5112760,0,37,No,Analytics,27,Statistics,Female,49,3,3,Manager,4,1,8,0,21,12,1,9,Married,21674
5112761,0,56,Rarely,Analytics,25,Engineer,Male,66,4,3,Executive,4,0,6,0,18,9,2,3,Married,19537
5112762,0,23,Rarely,Analytics,5,Engineer,Male,82,3,1,Executive,1,1,1,0,20,4,3,2,M,18523
5112763,0,37,Rarely,Analytics,7,CA,Male,51,1,3,Manager,5,1,4,1,18,13,6,7,Married,20974
5112764,0,41,Rarely,Analytics,27,Engineer,Male,64,3,3,Manager,2,0,2,0,23,10,5,8,Married,19319
5112765,0,39,Rarely,Sales,10,CA,Female,46,2,3,Manager,5,0,2,1,30,9,8,8,Married,21605
5112766,0,29,Yes,Analytics,,Statistics,Male,76,5,1,Executive,2,0,1,0,23,10,2,8,M,17720
5112767,0,45,Rarely,Analytics,,Statistics,Male,69,3,1,Executive,2,0,3,0,26,8,0,2,Divorsed,17654
5112768,1,33,Rarely,Analytics,28,Statistics,Male,59,3,1,Executive,2,1,2,1,30,2,1,,Single,18795
5112769,0,33,Rarely,Analytics,29,Statistics,Male,79,3,5,Manager,3,1,1,1,17,15,5,7,Married,20207
5112770,1,35,Rarely,Analytics,24,Statistics,Male,50,4,4,Manager,3,1,3,1,18,8,0,1,Divorsed,20916
5112771,0,59,Yes,Analytics,18,Statistics,Male,59,3,5,AVP,3,1,3,1,20,24,3,3,Married,31787
5112772,1,,Rarely,Analytics,1,Statistics,Female,,4,1,Executive,5,0,1,1,16,1,0,0,Divorsed,17319
5112773,0,53,Rarely,Analytics,8,CA,F,50,3,2,VP,3,0,3,0,23,26,4,7,Married,33606
5112774,0,30,Rarely,Sales,6,Statistics,F,41,3,5,Senior Manager,2,0,2,0,17,12,7,4,Divorsed,24419
5112775,1,35,Yes,Sales,9,Marketing Diploma,Female,35,5,5,Executive,3,1,1,0,22,4,2,1,M,18351
5112776,0,27,Yes,Analytics,1,Engineer,Male,60,4,1,Manager,5,0,5,0,24,6,2,0,Divorsed,19298
5112777,0,35,Rarely,Sales,12,Statistics,Female,72,3,3,Manager,3,0,2,0,26,7,2,4,Divorsed,21714
5112778,0,24,No,Analytics,12,Other,Female,66,1,4,Manager,3,0,0,0,23,5,1,,M,19011
5112779,0,31,Rarely,Analytics,3,Statistics,Male,69,3,3,Executive,3,0,1,0,19,6,0,3,M,18477
5112780,0,31,Yes,Sales,3,Other,Male,54,3,2,Manager,5,0,7,0,18,10,0,3,Single,20332
5112781,1,,Rarely,Analytics,25,Statistics,Male,50,4,3,Executive,3,1,5,1,19,6,0,3,Single,17028
5112782,0,38,Rarely,Analytics,22,Statistics,Male,75,3,3,Executive,4,1,5,0,27,9,1,,Divorsed,19022
5112783,0,41,Rarely,Analytics,8,Engineer,Female,43,1,4,,3,0,1,0,18,10,0,8,Divorsed,18376
5112784,0,35,Rarely,Analytics,12,CA,F,48,4,3,Senior Manager,4,1,2,0,20,10,8,8,Single,24621
5112785,1,19,Rarely,,3,Statistics,Male,47,4,3,Executive,1,0,1,0,27,1,1,0,Single,16102
5112786,0,,Rarely,Analytics,1,Statistics,Male,,4,1,Executive,5,0,1,0,17,4,3,2,Divorsed,17218
5112787,0,35,Rarely,Analytics,,CA,Male,43,3,1,Executive,3,0,7,1,16,5,2,2,M,17660
5112788,0,54,Rarely,Analytics,8,Other,F,60,3,5,VP,3,1,5,0,17,27,5,9,Married,35094
5112789,0,26,Rarely,Analytics,1,CA,Male,65,3,2,Executive,5,0,0,0,18,8,7,6,Single,17867
5112790,1,26,Rarely,Analytics,6,CA,Male,63,3,4,Executive,5,0,6,0,19,7,1,3,Married,20031
5112791,1,24,Rarely,Analytics,,Statistics,Male,65,1,5,Executive,5,1,2,1,27,2,1,1,M,17601
5112792,0,26,Rarely,Analytics,3,CA,Male,36,4,1,Executive,1,0,0,0,17,5,1,,Single,18904
5112793,0,21,Rarely,Analytics,3,Statistics,Female,55,4,3,Executive,4,0,2,0,19,2,1,,Single,18836
5112794,0,26,Rarely,Sales,7,Statistics,Female,61,4,2,Manager,2,0,2,1,17,6,2,4,Single,20487
5112795,1,32,Yes,Analytics,23,Statistics,Male,68,3,2,Senior Manager,3,0,4,0,18,13,1,1,Divorsed,25824
5112796,0,58,Rarely,Analytics,10,CA,,75,4,3,Executive,4,1,4,1,25,9,0,0,Divorsed,18346
5112797,0,37,Rarely,Sales,11,Statistics,Female,58,4,1,Manager,1,0,2,1,19,8,0,0,Married,21694
5112798,0,31,No,Analytics,12,CA,Male,68,3,4,Manager,5,1,2,0,17,13,7,,Married,19072
5112799,0,,Rarely,Sales,11,Marketing Diploma,Male,,3,5,Executive,4,0,1,0,19,2,2,2,M,17297
5112800,0,30,Rarely,Analytics,7,Engineer,Female,48,4,5,Manager,1,1,0,0,17,10,6,7,Married,19627
5112801,0,27,Rarely,Analytics,1,CA,Male,52,3,2,Executive,4,1,1,0,16,5,0,,M,18816
5112802,0,43,Rarely,Analytics,5,CA,Male,37,3,2,AVP,5,1,1,0,23,24,14,8,Married,33665
5112803,0,41,Yes,Analytics,12,CA,Male,37,3,1,Executive,4,0,9,1,20,4,1,1,Married,19617
5112804,0,30,Rarely,Sales,6,CA,Female,64,3,1,Manager,3,1,2,0,20,7,2,3,Divorsed,21561
5112805,0,33,No,Analytics,18,CA,F,36,3,2,Manager,1,1,6,0,24,10,2,3,Married,22667
5112806,0,53,Yes,Analytics,31,CA,F,61,1,3,AVP,3,0,3,1,17,25,1,3,Divorsed,29247
5112807,1,20,No,Analytics,13,CA,Female,68,4,5,Executive,4,1,2,1,31,2,1,1,Single,17859
5112808,1,35,Yes,Sales,19,Marketing Diploma,Female,67,3,1,Manager,3,0,0,1,23,5,3,2,Married,19614
5112809,0,34,Rarely,Analytics,8,Statistics,F,53,3,4,Senior Manager,4,1,0,0,16,13,2,11,Single,26994
5112810,1,30,Rarely,Analytics,11,Other,Male,79,5,3,Executive,5,1,2,1,17,8,1,8,Divorsed,18119
5112811,0,37,Rarely,Analytics,,Statistics,Female,52,3,3,Executive,5,1,0,1,18,6,4,3,M,17782
5112812,0,54,Rarely,Analytics,3,Engineer,F,60,3,3,Senior Manager,3,1,9,0,17,16,0,3,Divorsed,28549
5112813,0,50,Rarely,Analytics,1,CA,Male,66,3,1,AVP,2,0,9,0,27,32,1,3,Married,32399
5112814,0,31,Rarely,Analytics,,Statistics,Male,42,4,4,Executive,4,1,0,1,21,3,2,2,Single,17657
5112815,1,,Yes,Sales,27,Engineer,Male,47,1,4,Executive,5,0,2,0,23,2,1,1,Single,17091
5112816,0,43,No,Analytics,5,Statistics,Male,39,3,2,AVP,3,0,1,1,19,22,3,11,Divorsed,33861
5112817,1,20,Yes,Analytics,7,Statistics,Female,66,4,1,Executive,2,1,1,1,23,1,1,0,Single,17926
5112818,0,24,Rarely,Analytics,,CA,Male,59,1,1,Executive,1,1,1,1,16,6,1,4,M,17725
5112819,0,32,Rarely,Analytics,3,CA,Female,,3,5,Executive,4,0,1,0,18,8,0,7,M,17370
5112820,1,,Rarely,Analytics,9,Other,Male,77,5,4,Executive,5,0,1,1,16,7,0,7,Divorsed,17119
5112821,0,40,No,Sales,24,Statistics,Female,34,5,5,Manager,3,1,7,0,25,11,2,3,Married,21736
5112822,0,30,Yes,Sales,5,Statistics,Male,46,3,2,Manager,2,1,2,0,24,11,1,10,Single,20554
5112823,0,37,Yes,Sales,6,CA,Male,50,4,1,Senior Manager,2,0,5,0,17,17,2,13,Divorsed,25699
5112824,0,28,Rarely,Sales,12,Marketing Diploma,Male,46,3,3,Manager,1,1,2,0,20,8,1,8,Single,20105
5112825,0,25,Rarely,Sales,27,CA,Female,32,3,1,Manager,1,1,1,0,28,,1,4,Single,21180
5112826,0,49,Rarely,Analytics,9,Other,F,51,3,2,Senior Manager,4,1,4,0,16,29,1,7,Married,22403
5112827,0,31,Rarely,Sales,7,CA,Male,66,1,3,Manager,1,0,4,0,27,13,5,7,Married,
5112828,0,45,No,Sales,10,Statistics,Female,65,4,4,Manager,3,1,1,0,18,15,4,12,Married,20593
5112829,0,37,Rarely,Analytics,15,Statistics,Female,65,3,3,Executive,5,1,1,0,17,18,12,17,M,18034
5112830,0,43,Rarely,Analytics,32,Statistics,Male,70,3,5,Manager,4,0,2,0,19,11,8,9,Divorsed,20434
5112831,0,38,Rarely,Analytics,16,Statistics,Male,62,4,2,Senior Manager,2,1,0,1,19,12,2,9,Married,26510
5112832,0,43,Yes,Analytics,31,Engineer,Female,60,4,4,Manager,2,1,1,0,17,8,1,5,Divorsed,20523
5112833,0,38,Yes,Analytics,7,Statistics,Male,72,4,2,Manager,3,1,2,0,16,10,7,7,Married,20321
5112834,0,41,Rarely,Analytics,13,Statistics,Female,48,2,4,Executive,3,1,4,1,19,11,2,8,Divorsed,18213
5112835,0,18,No,,1,Statistics,Female,67,3,1,Executive,2,0,1,0,20,0,0,0,Single,16611
5112836,0,,Yes,Sales,5,Marketing Diploma,Male,41,3,2,Executive,2,1,4,0,22,13,5,8,M,
5112837,0,39,Rarely,Analytics,7,CA,Male,42,4,2,Senior Manager,5,1,4,0,20,9,1,7,Married,24991
5112838,0,49,Rarely,Sales,12,Marketing Diploma,Female,80,3,1,Manager,1,1,3,0,17,8,0,4,Single,
5112839,0,32,Rarely,Sales,7,CA,Male,57,3,1,Manager,3,1,1,0,21,12,5,7,Single,20010
5112840,0,27,Yes,Analytics,16,Statistics,Female,77,4,2,Executive,5,0,0,0,24,8,7,3,Married,19774
5112841,1,33,Rarely,Sales,10,Marketing Diploma,F,77,3,1,Manager,5,0,0,1,,6,0,3,Single,
5112842,0,41,Rarely,Analytics,5,CA,Female,80,4,4,Manager,3,1,7,0,28,21,1,1,Divorsed,19448
5112843,0,36,Rarely,Analytics,7,Statistics,Female,55,2,2,Manager,2,0,3,0,17,5,0,0,Divorsed,18038
5112844,0,30,Rarely,Sales,16,Marketing Diploma,Male,64,4,3,Senior Manager,5,0,2,0,16,12,1,7,Married,22140
5112845,1,27,Rarely,Marketing,23,CA,Female,71,3,4,Executive,4,0,1,1,17,7,2,5,M,18148
5112846,0,50,Yes,Analytics,1,Statistics,F,73,3,5,VP,4,0,3,1,24,28,0,7,Divorsed,33172
5112847,0,45,Rarely,Analytics,8,Statistics,Male,59,3,1,Senior Manager,5,0,2,0,22,25,0,0,Married,24724
5112848,0,30,No,Sales,23,Other,F,69,3,3,Senior Manager,5,1,0,0,,10,7,8,Divorsed,23412
5112849,1,31,Rarely,Analytics,25,Statistics,Female,50,3,4,Executive,3,1,5,1,17,8,1,2,M,18132
5112850,0,51,Yes,Sales,15,Marketing Diploma,F,79,3,1,Senior Manager,1,1,5,0,17,17,3,2,Single,25208
5112851,0,47,Rarely,Analytics,3,CA,Male,42,3,2,VP,1,0,10,0,23,24,3,3,Married,35627
5112852,0,52,Rarely,Analytics,1,Statistics,Male,70,3,4,AVP,1,1,2,0,20,26,7,8,Married,32099
5112853,0,27,Rarely,Analytics,,Statistics,Male,76,3,3,Executive,3,1,1,0,16,5,0,3,M,17517
5112854,0,36,Yes,Analytics,4,Engineer,Male,46,3,1,Executive,4,0,1,0,17,12,0,7,Divorsed,18692
5112855,1,18,Rarely,,4,Statistics,Male,54,3,4,Executive,3,0,1,0,18,0,0,0,Single,16420
5112856,1,38,Rarely,Marketing,9,MBA,Male,65,3,2,Executive,5,0,5,1,28,8,1,3,M,18073
5112857,0,28,No,Sales,5,CA,Male,43,3,2,Manager,3,0,1,0,20,5,0,4,Married,19221
5112858,0,,Rarely,Analytics,4,Statistics,Male,70,4,3,Executive,2,0,3,0,22,7,0,0,Divorsed,17177
5112859,0,59,Rarely,Analytics,3,Statistics,F,69,4,1,AVP,2,1,3,1,18,30,4,3,Single,28726
5112860,0,43,Yes,Sales,3,Statistics,Male,62,3,3,Manager,1,1,1,0,25,7,7,7,Married,20675
5112861,0,31,Rarely,Analytics,6,Engineer,Male,56,3,5,Executive,1,0,0,1,17,6,0,3,Married,
5112862,0,46,Rarely,Sales,3,Engineer,F,75,5,4,AVP,4,0,3,1,17,28,7,7,Married,31872
5112863,1,21,Rarely,Analytics,,Other,Female,65,3,3,Executive,2,1,1,0,24,1,0,0,Single,17693
5112864,1,,Yes,Sales,1,Engineer,Female,,5,3,Executive,5,0,0,0,26,1,0,0,Single,17325
5112865,1,21,Rarely,Analytics,14,CA,Female,70,4,1,Executive,5,0,2,1,21,2,1,1,Single,18600
5112866,0,48,No,Analytics,1,CA,Male,35,1,3,AVP,1,1,2,0,27,27,2,1,Single,31885
5112867,0,43,Rarely,Analytics,9,Statistics,Female,55,3,1,Manager,4,0,4,0,26,4,0,0,Married,19765
5112868,0,41,Rarely,Analytics,13,Statistics,Male,46,3,2,Executive,2,0,3,1,16,6,0,0,Divorsed,19766
5112869,0,50,Rarely,Analytics,1,CA,Male,56,4,4,Executive,3,0,2,0,20,5,0,2,Divorsed,18690
5112870,1,33,Rarely,Analytics,16,CA,Male,56,3,2,Senior Manager,3,0,7,1,17,15,7,7,Divorsed,28610
5112871,1,36,Rarely,Analytics,26,Statistics,Male,52,4,4,Manager,3,0,4,1,19,9,1,2,Married,21916
5112872,1,22,Yes,Analytics,13,Statistics,Female,47,4,5,Executive,3,0,2,0,26,3,3,3,Single,18625
5112873,1,26,Yes,Marketing,,Statistics,Female,58,3,4,Executive,3,0,0,1,16,8,1,0,M,17741
5112874,0,21,Rarely,Analytics,4,CA,Male,80,4,3,Executive,3,0,1,0,22,3,1,0,Single,18230
5112875,0,,Rarely,Analytics,11,Statistics,Female,46,2,5,Executive,3,0,3,1,18,10,1,7,Divorsed,17213
5112876,0,45,Rarely,Sales,12,Statistics,F,60,3,2,AVP,2,0,3,0,18,26,1,1,Divorsed,32650
5112877,0,47,Rarely,Sales,6,Statistics,F,53,3,3,AVP,4,1,9,0,18,24,6,2,Married,32606
5112878,0,,Rarely,Analytics,5,Engineer,Female,61,4,5,Executive,5,0,1,0,18,1,0,0,M,17109
5112879,0,48,Rarely,Analytics,7,Statistics,Male,67,4,1,Manager,3,0,2,0,18,19,2,2,Single,19240
5112880,0,31,Rarely,Sales,10,Marketing Diploma,Male,59,3,2,Executive,4,1,1,0,20,5,2,,Single,18983
5112881,1,34,Rarely,Sales,25,CA,Female,40,4,3,Manager,4,0,0,1,28,16,10,10,Single,19599
5112882,1,45,Rarely,Sales,3,Marketing Diploma,F,64,5,2,VP,4,1,2,1,21,26,1,11,Single,33824
5112883,0,26,No,Analytics,,CA,Male,76,3,4,Executive,1,0,1,0,25,7,5,7,Single,17570
5112884,0,37,Yes,Sales,10,Marketing Diploma,Female,55,1,2,Manager,5,0,3,0,22,18,7,14,Divorsed,20639
